id,sender_automation_value_set_id,code,display,version
419,11,ido,Ido,
420,11,ibo,Igbo,
421,11,ibo,ibo,
422,11,ijo,Ijo languages,
423,11,ijo,Ijo,
424,11,ilo,Iloko,
425,11,ilo,ilo,
426,11,smn,Inari Sami,
427,11,smn,smn,
428,11,inc,Indic (Other),
429,11,inc,Indic,
430,11,inc,inc,
431,11,ine,Indo-European (Other),
432,11,ine,Indo-European,
433,11,ine,ine,
434,11,ind,Indonesian,
435,11,ind,ind,
436,11,inh,Ingush,
437,11,inh,inh,
438,11,ikt,Inuinnaqtun,
439,11,ikt,ikt,
440,11,ina,Interlingua (International Auxiliary Language Association),
441,11,ina,Interlingua,
442,11,ina,ina,
443,11,ile,Interlingue; Occidental,
444,11,ile,Interlingue,
445,11,ile,Occidental,
446,11,ile,ile,
447,11,iku,Inuktitut,
448,11,iku,iku,
449,11,ipk,Inupiaq,
450,11,ipk,ipk,
451,11,ira,Iranian (Other),
452,11,ira,Iranian,
453,11,ira,ira,
454,11,gle,Irish,
455,11,gle,gle,
456,11,iro,Iroquoian languages,
457,11,iro,Iroquoian,
458,11,iro,iro,
459,11,ita,Italian,
460,11,ita,ita,
461,11,jpn,Japanese,
462,11,jpn,jpn,
463,11,jav,Javanese,
464,11,jav,jav,
465,11,cjy,Jinyu Chinese,
466,11,cjy,cjy,
467,11,jrb,Judeo-Arabic,
468,11,jrb,jrb,
469,11,jpr,Judeo-Persian,
470,11,jpr,jpr,
471,11,kbd,Kabardian,
472,11,kbd,kbd,
473,11,kab,Kabyle,
474,11,kab,kab,
475,11,kac,Kachin; Jingpho,
476,11,kac,Kachin,
477,11,kac,Jingpho,
478,11,kal,Kalaallisut; Greenlandic,
479,11,kal,Kalaallisut,
480,11,kal,Greenlandic,
481,11,kal,kal,
482,11,xal,Kalmyk; Oirat,
483,11,xal,Kalmyk,
484,11,xal,Oirat,
485,11,xal,xal,
486,11,kam,Kamba,
487,11,kam,kam,
488,11,kan,Kannada,
489,11,kan,kan,
490,11,kau,Kanuri,
491,11,kau,kau,
492,11,krc,Karachay-Balkar,
493,11,krc,krc,
494,11,kaa,Kara-Kalpak,
495,11,kaa,kaa,
496,11,krl,Karelian,
497,11,krl,krl,
498,11,kar,Karen languages,
499,11,kar,Karen,
500,11,kar,kar,
501,11,kas,Kashmiri,
502,11,kas,kas,
503,11,csb,Kashubian,
504,11,csb,csb,
505,11,kaw,Kawi,
506,11,kaw,kaw,
507,11,kaz,Kazakh,
508,11,kaz,kaz,
509,11,kha,Khasi,
510,11,kha,kha,
511,11,khi,Khoisan (Other),
512,11,khi,Khoisan,
513,11,khi,khi,
514,11,khm,Khmer,
515,11,khm,khm,
516,11,kho,Khotanese,
517,11,kho,kho,
518,11,kik,Kikuyu; Gikuyu,
519,11,kik,Kikuyu,
520,11,kik,Gikuyu,
521,11,kik,kik,
522,11,kmb,Kimbundu,
523,11,kin,Kinyarwanda,
524,11,kin,kin,
525,11,kir,Kirghiz; Kyrgyz,
526,11,kir,Kyrgyz,
527,11,kir,Kirghiz,
528,11,kir,kir,
529,11,tlh,Klingon; tlhIngan-Hol,
530,11,tlh,Klingon,
531,11,tlh,tlhIngan-Hol,
532,11,tlh,tlh,
533,11,kom,Komi,
534,11,kom,kom,
535,11,kon,Kongo,
536,11,kon,kon,
537,11,kok,Konkani,
538,11,kok,kok,
539,11,kor,Korean,
540,11,kor,kor,
541,11,kos,Kosraean,
542,11,kos,kos,
543,11,kpe,Kpelle,
544,11,kpe,kpe,
545,11,kro,Kru languages,
546,11,kro,kro,
547,11,kua,Kuanyama; Kwanyama,
548,11,kua,Kuanyama,
549,11,kua,Kwanyama,
550,11,kua,kua,
551,11,kum,Kumyk,
552,11,kum,kum,
553,11,kur,Kurdish,
554,11,kur,kur,
555,11,kru,Kurukh,
556,11,kru,kru,
557,11,kut,Kutenai,
558,11,kut,kut,
559,11,lad,Ladino,
560,11,lad,lad,
561,11,lah,Lahnda,
562,11,lah,lah,
563,11,lam,Lamba,
564,11,lam,lam,
565,11,day,Land Dayak languages,
566,11,day,Land Dayak,
567,11,day,day,
568,11,lao,Lao,
569,11,lat,Latin,
570,11,lat,lat,
571,11,lav,Latvian,
572,11,lav,lav,
573,11,lez,Lezghian,
574,11,lez,lez,
575,11,lim,Limburgan; Limburger; Limburgish,
576,11,lim,Limburgan,
577,11,lim,Limburger,
578,11,lim,Limburgish,
579,11,lim,lim,
580,11,lin,Lingala,
581,11,lin,lin,
582,11,lit,Lithuanian,
583,11,lit,lit,
584,11,jbo,Lojban,
585,11,jbo,jbo,
586,11,nds,Low German; Low Saxon; German,
587,11,nds,Low German,
588,11,nds,Low Saxon,
589,11,nds,nds,
590,11,dsb,Lower Sorbian,
591,11,dsb,dsb,
592,11,loz,Lozi,
593,11,loz,loz,
594,11,lub,Luba-Katanga,
595,11,lub,lub,
596,11,lua,Luba-Lulua,
597,11,lua,lua,
598,11,lui,Luiseno,
599,11,lui,lui,
600,11,smj,Lule Sami,
601,11,smj,smj,
602,11,lun,Lunda,
603,11,lun,lun,
604,11,luo,Luo (Kenya and Tanzania),
605,11,luo,luo,
606,11,lus,Lushai,
607,11,lus,lus,
608,11,ltz,Luxembourgish; Letzeburgesch,
609,11,ltz,Luxembourgish,
610,11,ltz,Letzeburgesch,
611,11,ltz,ltz,
612,11,mac,Macedonian,
613,11,mac,mac,
614,11,mad,Madurese,
615,11,mad,mad,
616,11,mag,Magahi,
617,11,mag,mag,
618,11,mai,Maithili,
619,11,mai,mai,
620,11,mak,Makasar,
621,11,mak,mak,
622,11,mlg,Malagasy,
623,11,mlg,mlg,
624,11,may,Malay,
625,11,may,may,
626,11,mal,Malayalam,
627,11,mal,mal,
628,11,mlt,Maltese,
629,11,mlt,mlt,
630,11,cmn,Mandarin,
631,11,cmn,Mandarin Chinese,
632,11,cmn,cmn,
633,11,mnc,Manchu,
634,11,mnc,mnc,
635,11,mdr,Mandar,
636,11,mdr,mdr,
637,11,man,Mandingo,
638,11,man,man,
639,11,mni,Manipuri,
640,11,mni,mni,
641,11,mno,Manobo languages,
642,11,mno,Manobo,
643,11,mno,mno,
644,11,glv,Manx,
645,11,glv,glv,
646,11,mao,Maori,
647,11,mao,mao,
648,11,arn,Mapudungun; Mapuche,
649,11,arn,Mapudungun,
650,11,arn,Mapuche,
651,11,arn,arn,
652,11,mar,Marathi,
653,11,mar,mar,
654,11,chm,Mari,
655,11,chm,chm,
656,11,mah,Marshallese,
657,11,mah,mah,
658,11,mwr,Marwari,
659,11,mwr,mwr,
660,11,mas,Masai,
661,11,mas,mas,
662,11,myn,Mayan languages,
663,11,myn,Mayan,
664,11,myn,myn,
665,11,men,Mende,
666,11,men,men,
667,11,mic,Mi'kmaq; Micmac,
668,11,mic,Mi'kmaq,
669,11,mic,Micmac,
670,11,mic,mic,
671,11,min,Minangkabau,
672,11,min,min,
673,11,mwl,Mirandese,
674,11,mwl,mwl,
675,11,moh,Mohawk,
676,11,moh,moh,
677,11,mdf,Moksha,
678,11,mdf,mdf,
679,11,mol,Moldavian; Moldovan,
680,11,mol,Moldovan,
681,11,mol,Moldavian,
682,11,mol,mol,
683,11,lol,Mongo,
684,11,lol,lol,
685,11,mon,Mongolian,
686,11,mon,mon,
687,11,mkh,Mon-Khmer (Other),
688,11,mkh,Mon-Khmer,
689,11,mkh,mkh,
690,11,cnr,Montenegrin,
691,11,cnr,cnr,
692,11,mos,Mossi,
693,11,mos,mos,
694,11,mul,Multiple languages,
695,11,mun,Munda languages,
696,11,mun,Munda,
697,11,mun,mun,
698,11,nah,Nahuatl languages,
699,11,nah,Nahuatl,
700,11,nah,nah,
701,11,nau,Nauru,
702,11,nau,nau,
703,11,nav,Navajo; Navaho,
704,11,nav,Navajo,
705,11,nav,Navaho,
706,11,nav,nav,
707,11,nde,Ndebele,
708,11,nde,nde,
709,11,nde,Ndebele North; North Ndebele,
710,11,nde,Ndebele North,
711,11,nde,North Ndebele,
712,11,nde,nde,
713,11,nbl,Ndebele South; South Ndebele,
714,11,nbl,Ndebele South,
715,11,nbl,South Ndebele,
716,11,nbl,nbl,
717,11,ndo,Ndonga,
718,11,ndo,ndo,
719,11,nap,Neapolitan,
720,11,nap,nap,
721,11,new,Nepal Bhasa; Newari,
722,11,new,Nepal Bhasa,
723,11,new,Newari,
724,11,new,new,
725,11,nep,Nepali,
726,11,nep,nep,
727,11,nia,Nias,
728,11,nia,nia,
729,11,nic,Niger-Kordofanian (Other),
730,11,nic,Niger-Kordofanian,
731,11,nic,nic,
732,11,ssa,Nilo-Saharan (Other),
733,11,ssa,Nilo-Saharan,
734,11,ssa,ssa,
735,11,niu,Niuean,
736,11,niu,niu,
737,11,nqo,N'Ko,
738,11,nqo,nqo,
739,11,zxx,No linguistic content; Not applicable,
740,11,zxx,No linguistic content,
741,11,zxx,zxx,
742,11,nog,Nogai,
743,11,nog,nog,
744,11,nai,North American Indian,
745,11,nai,nai,
746,11,frr,Northern Frisian,
747,11,frr,frr,
748,11,sme,Northern Sami,
749,11,sme,sme,
750,11,nor,Norwegian,
751,11,nor,nor,
752,11,nno,Norwegian Nynorsk; Nynorsk Norwegian,
753,11,nno,Norwegian Nynorsk,
754,11,nno,Nynorsk Norwegian,
755,11,nno,Nynorsk,
756,11,nno,nno,
757,11,nub,Nubian languages,
758,11,nub,Nubian,
759,11,nub,nub,
760,11,nym,Nyamwezi,
761,11,nym,nym,
762,11,nyn,Nyankole,
763,11,nyn,nyn,
764,11,nyo,Nyoro,
765,11,nyo,nyo,
766,11,nzi,Nzima,
767,11,nzi,nzi,
768,11,oci,Occitan (post 1500); Provençal,
769,11,oci,Occitan (post 1500),
770,11,oci,Occitan,
771,11,oci,Provençal,
772,11,oci,oci,
773,11,oji,Ojibwa,
774,11,oji,oji,
775,11,ori,Oriya,
776,11,ori,ori,
777,11,orm,Oromo,
778,11,orm,orm,
779,11,osa,Osage,
780,11,osa,osa,
781,11,oss,Ossetian; Ossetic,
782,11,oss,Ossetian,
783,11,oss,Ossetic,
784,11,oss,oss,
785,11,oto,Otomian languages,
786,11,oto,Otomian,
787,11,oto,oto,
788,11,pal,Pahlavi,
789,11,pal,pal,
790,11,pau,Palauan,
791,11,pau,pau,
792,11,pli,Pali,
793,11,pli,pli,
794,11,pam,Pampanga; Kapampangan,
795,11,pam,Pampanga,
796,11,pam,Kapampangan,
797,11,pam,pam,
798,11,pag,Pangasinan,
799,11,pag,pag,
800,11,pan,Panjabi,
801,11,pan,pan,
802,11,pap,Papiamento,
803,11,pap,pap,
804,11,paa,Papuan (Other),
805,11,paa,Papuan,
806,11,paa,paa,
807,11,pus,Pushto; Pashto,
808,11,pus,Pashto,
809,11,pus,Pushto,
810,11,pus,pus,
811,11,pst,Central Pashto,
812,11,pst,pst,
813,11,pbt,Southern Pashto,
814,11,pbt,pbt,
815,11,nso,Pedi; Sepedi; Northern Sotho,
816,11,nso,Pedi,
817,11,nso,Sepedi,
818,11,nso,Northern Sotho,
819,11,nso,nso,
820,11,per,Persian,
821,11,per,per,
822,11,phi,Philippine (Other),
823,11,phi,Philippine,
824,11,phi,phi,
825,11,phn,Phoenician,
826,11,phn,phn,
827,11,pon,Pohnpeian,
828,11,pon,pon,
829,11,pol,Polish,
830,11,pol,pol,
831,11,por,Portuguese,
832,11,por,por,
833,11,pra,Prakrit languages,
834,11,pra,Prakrit,
835,11,pra,pra,
836,11,pan,Punjabi,
837,11,pan,pan,
838,11,que,Quechua,
839,11,que,que,
840,11,raj,Rajasthani,
841,11,raj,raj,
842,11,rap,Rapanui,
843,11,rap,rap,
844,11,rar,Rarotongan; Cook Islands Maori,
845,11,rar,Rarotongan,
846,11,rar,Cook Islands Maori,
847,11,rar,rar,
848,11,qaa-qtz,Reserved for local use,
849,11,qaa-qtz,qaa-qtz,
850,11,roa,Romance (Other),
851,11,roa,Romance,
852,11,roa,roa,
853,11,rum,Romanian,
854,11,rum,rum,
855,11,roh,Romansh,
856,11,roh,roh,
857,11,rom,Romany,
858,11,rom,rom,
859,11,run,Rundi,
860,11,run,run,
861,11,rus,Russian,
862,11,rus,rus,
863,11,sal,Salishan languages,
864,11,sal,Salishan,
865,11,sal,sal,
866,11,sam,Samaritan Aramaic,
867,11,sam,sam,
868,11,smi,Sami languages (Other),
869,11,smi,Sami (Other),
870,11,smi,Sami,
871,11,smi,smi,
872,11,smo,Samoan,
873,11,smo,smo,
874,11,sad,Sandawe,
875,11,sad,sad,
876,11,sag,Sango,
877,11,sag,sag,
878,11,san,Sanskrit,
879,11,san,san,
880,11,sat,Santali,
881,11,sat,sat,
882,11,srd,Sardinian,
883,11,srd,srd,
884,11,sas,Sasak,
885,11,sas,sas,
886,11,sco,Scots,
887,11,sco,sco,
888,11,sel,Selkup,
889,11,sel,sel,
890,11,sem,Semitic (Other),
891,11,sem,Semitic,
892,11,sem,sem,
893,11,srp,Serbian,
894,11,srp,srp,
895,11,srr,Serer,
896,11,srr,srr,
897,11,shn,Shan,
898,11,shn,shn,
899,11,sna,Shona,
900,11,sna,sna,
901,11,iii,Sichuan Yi; Nuosu,
902,11,iii,Sichuan Yi,
903,11,iii,Nuosu,
904,11,iii,iii,
905,11,scn,Sicilian,
906,11,scn,scn,
907,11,sid,Sidamo,
908,11,sid,sid,
909,11,sgn,Sign Languages,
910,11,sgn,sgn,
911,11,bla,Siksika,
912,11,bla,bla,
913,11,snd,Sindhi,
914,11,snd,snd,
915,11,sin,Sinhala; Sinhalese,
916,11,sin,Sinhala,
917,11,sin,Sinhalese,
918,11,sin,sin,
919,11,sit,Sino-Tibetan (Other),
920,11,sit,Sino-Tibetan,
921,11,sit,sit,
922,11,sio,Siouan languages,
923,11,sio,Siouan,
924,11,sio,sio,
925,11,sms,Skolt Sami,
926,11,sms,sms,
927,11,den,Slave (Athapascan),
928,11,den,den,
929,11,sla,Slavic (Other),
930,11,sla,Slavic,
931,11,sla,sla,
932,11,slo,Slovak,
933,11,slo,slo,
934,11,slv,Slovenian,
935,11,slv,Slovene,
936,11,slv,slv,
937,11,sog,Sogdian,
938,11,sog,sog,
939,11,som,Somali,
940,11,som,som,
941,11,son,Songhai languages,
942,11,son,Songhai,
943,11,son,son,
944,11,snk,Soninke,
945,11,snk,snk,
946,11,wen,Sorbian languages,
947,11,wen,Sorbian,
948,11,wen,wen,
949,11,sot,Sotho Southern,
950,11,sot,sot,
951,11,sai,South American Indian (Other),
952,11,sai,South American Indian,
953,11,sai,sai,
954,11,alt,Southern Altai,
955,11,alt,alt,
956,11,sma,Southern Sami,
957,11,sma,sma,
958,11,spa,Spanish; Castilian,
959,11,spa,Spanish,
960,11,spa,Castilian,
961,11,spa,spa,
962,11,srn,Sranan Tongo,
963,11,srn,srn,
964,11,suk,Sukuma,
965,11,suk,suk,
966,11,sux,Sumerian,
967,11,sux,sux,
968,11,sun,Sundanese,
969,11,sun,sun,
970,11,sus,Susu,
971,11,sus,sus,
972,11,swa,Swahili,
973,11,swa,swa,
974,11,ssw,Swati,
975,11,ssw,ssw,
976,11,swe,Swedish,
977,11,swe,swe,
978,11,gsw,Swiss German,
979,11,gsw,Alemannic,
980,11,gsw,Alsatian,
981,11,gsw,gsw,
982,11,syr,Syriac,
983,11,syr,syr,
984,11,tgl,Tagalog,
985,11,tgl,tgl,
986,11,tah,Tahitian,
987,11,tah,tah,
988,11,tai,Tai (Other),
989,11,tai,tai,
990,11,tgk,Tajik,
991,11,tgk,tgk,
992,11,tmh,Tamashek,
993,11,tmh,tmh,
994,11,tam,Tamil,
995,11,tam,tam,
996,11,tat,Tatar,
997,11,tat,tat,
998,11,tel,Telugu,
999,11,tel,tel,
1000,11,ter,Tereno,
1001,11,ter,ter,
1002,11,tet,Tetum,
1003,11,tet,tet,
1004,11,tha,Thai,
1005,11,tha,tha,
1006,11,tib,Tibetan,
1007,11,tib,tib,
1008,11,tig,Tigre,
1009,11,tig,tig,
1010,11,tir,Tigrinya,
1011,11,tir,tir,
1012,11,tem,Timne,
1013,11,tem,tem,
1014,11,tiv,Tiv,
1015,11,tli,Tlingit,
1016,11,tli,tli,
1017,11,tpi,Tok Pisin,
1018,11,tpi,tpi,
1019,11,tkl,Tokelau,
1020,11,tkl,tkl,
1021,11,tog,Tonga (Nyasa),
1022,11,tog,tog,
1023,11,ton,Tonga (Tonga Islands),
1024,11,ton,ton,
1025,11,tsi,Tsimshian,
1026,11,tsi,tsi,
1027,11,tso,Tsonga,
1028,11,tso,tso,
1029,11,tsn,Tswana,
1030,11,tsn,tsn,
1031,11,tum,Tumbuka,
1032,11,tum,tum,
1033,11,tup,Tupi languages,
1034,11,tup,Tupi,
1035,11,tup,tup,
1036,11,tur,Turkish,
1037,11,tur,tur,
1038,11,tuk,Turkmen,
1039,11,tuk,tuk,
1040,11,tvl,Tuvalu,
1041,11,tvl,tvl,
1042,11,tyv,Tuvinian,
1043,11,tyv,tyv,
1044,11,twi,Twi,
1045,11,udm,Udmurt,
1046,11,udm,udm,
1047,11,uga,Ugaritic,
1048,11,uga,uga,
1049,11,uig,Uighur,
1050,11,uig,Uyghur,
1051,11,uig,uig,
1052,11,ukr,Ukrainian,
1053,11,ukr,ukr,
1054,11,umb,Umbundu,
1055,11,umb,umb,
1056,11,mis,Uncoded languages,
1057,11,mis,mis,
1058,11,und,Undetermined,
1059,11,und,und,
1060,11,hsb,Upper Sorbian,
1061,11,hsb,hsb,
1062,11,urd,Urdu,
1063,11,urd,urd,
1064,11,uzb,Uzbek,
1065,11,uzb,uzb,
1066,11,vai,Vai,
1067,11,ven,Venda,
1068,11,ven,ven,
1069,11,vie,Vietnamese,
1070,11,vie,vie,
1071,11,vol,Volapük,
1072,11,vol,vol,
1073,11,vot,Votic,
1074,11,vot,vot,
1075,11,wak,Wakashan languages,
1076,11,wak,Wakashan,
1077,11,wak,wak,
1078,11,wal,Walamo,
1079,11,wal,wal,
1080,11,wln,Walloon,
1081,11,wln,wln,
1082,11,war,Waray,
1083,11,war,war,
1084,11,was,Washo,
1085,11,was,was,
1086,11,wel,Welsh,
1087,11,wel,wel,
1088,11,fry,Western Frisian,
1089,11,fry,fry,
1090,11,wol,Wolof,
1091,11,wol,wol,
1092,11,xho,Xhosa,
1093,11,xho,xho,
1094,11,sah,Yakut,
1095,11,sah,sah,
1096,11,yao,Yao,
1097,11,yap,Yapese,
1098,11,yap,yap,
1099,11,yid,Yiddish,
1100,11,yid,yid,
1101,11,yor,Yoruba,
1102,11,yor,yor,
1103,11,ypk,Yupik languages,
1104,11,ypk,Yupik,
1105,11,ypk,ypk,
1106,11,znd,Zande languages,
1107,11,znd,Zande,
1108,11,znd,znd,
1109,11,zap,Zapotec,
1110,11,zap,zap,
1111,11,zza,Zaza; Dimili; Dimli; Kirdki; Kirmanjki; Zazaki,
1112,11,zza,Zaza,
1113,11,zza,Dimili,
1114,11,zza,Dimli,
1115,11,zza,Kirdki,
1116,11,zza,Kirmanjki,
1117,11,zza,Zazaki,
1118,11,zza,zza,
1119,11,zen,Zenaga,
1120,11,zen,zen,
1121,11,zha,Zhuang; Chuang,
1122,11,zha,Chuang,
1123,11,zha,zha,
1124,11,zul,Zulu,
1125,11,zul,zul,
1126,11,zun,Zuni,
1127,11,zun,zun,
